,number,state,value,datetime_start,datetime_complete,params,params,params,params,params,params,params,params,params,user_attrs,user_attrs,user_attrs,user_attrs,user_attrs,user_attrs,user_attrs,user_attrs,user_attrs,user_attrs,user_attrs,user_attrs,system_attrs,system_attrs
,,,,,,extra_porc,inc_filter,input_factor,learning_rate,loss_string,max_pool_layers,replace_max_pool_with_stride,st_filter,stack_layers,0_IOU,0_precision,0_recall,1_IOU,1_precision,1_recall,eval_time_bs10,global_IOU,global_loss_test,global_precision,global_recall,out_path,_number,fail_reason
132,132,TrialState.COMPLETE,0.014018691588785048,2019-10-13 00:28:05.862176,2019-10-13 00:29:05.637361,4,50.0,0.25,0.001,,True,False,30.0,3,0.025024784536457696,0.013761467889908258,0.1,0.016131475236425972,0.0,0.0,0.016017834345499676,0.021233426361181015,0.32310089468955994,0.007894736842105263,0.0625,clf_images/saved_models/clf_enemy/13_Oct_2019__00_28_53,132,
133,133,TrialState.COMPLETE,0.004184100418410042,2019-10-13 00:29:06.184566,2019-10-13 00:30:04.132454,4,40.0,0.25,0.001,,True,False,30.0,3,0.025422248906929158,0.00425531914893617,0.03333333333333333,0.01501339131367563,0.0,0.0,0.009528716405232748,0.020701953021616513,0.2896796464920044,0.002325581395348837,0.020833333333333332,clf_images/saved_models/clf_enemy/13_Oct_2019__00_29_49,133,
134,134,TrialState.COMPLETE,0.0,2019-10-13 00:30:04.699346,2019-10-13 00:31:07.889782,4,40.0,0.25,0.001,,True,False,50.0,3,0.019949582838844734,0.0,0.0,0.012511383599878067,0.0,0.0,0.010310967763264975,0.01616146899961841,0.2888363003730774,0.0,0.0,clf_images/saved_models/clf_enemy/13_Oct_2019__00_30_53,134,
135,135,TrialState.COMPLETE,0.017204301075268817,2019-10-13 00:31:08.687161,2019-10-13 00:32:08.848665,4,30.0,0.25,0.001,,True,False,50.0,3,0.03078031130769305,0.01904761904761905,0.13333333333333333,0.013160591811966747,0.0,0.0,0.010402997334798178,0.022033831845785747,0.27634507417678833,0.009592326139088728,0.08333333333333333,clf_images/saved_models/clf_enemy/13_Oct_2019__00_31_56,135,
136,136,TrialState.COMPLETE,0.04744525547445255,2019-10-13 00:32:09.447876,2019-10-13 00:34:41.491641,1,50.0,0.25,0.001,,False,False,50.0,3,0.013785835676636644,0.028950542822677925,0.7272727272727273,0.008889755890767988,0.01963350785340314,0.8333333333333334,0.024364948272705078,0.011437684417123992,0.35367080569267273,0.02448210922787194,0.7647058823529411,clf_images/saved_models/clf_enemy/13_Oct_2019__00_34_25,136,
137,137,TrialState.COMPLETE,0.0038387715930902114,2019-10-13 00:34:42.070636,2019-10-13 00:35:42.071638,4,40.0,0.25,0.001,,True,False,50.0,3,0.021667959549786012,0.0,0.0,0.014058954491282876,0.0038910505836575876,0.05555555555555555,0.010616699854532877,0.017533679845694455,0.2990598678588867,0.0021141649048625794,0.020833333333333332,clf_images/saved_models/clf_enemy/13_Oct_2019__00_35_29,137,
138,138,TrialState.COMPLETE,0.0,2019-10-13 00:35:42.604455,2019-10-13 00:36:44.415067,4,50.0,0.25,0.001,,True,False,50.0,3,0.020801902364865704,0.0,0.0,0.014225646973434442,0.0,0.0,0.010924418767293295,0.01728471408810022,0.29355040192604065,0.0,0.0,clf_images/saved_models/clf_enemy/13_Oct_2019__00_36_32,138,
139,139,TrialState.COMPLETE,0.013100436681222707,2019-10-13 00:36:45.064562,2019-10-13 00:37:39.379960,4,40.0,0.25,0.001,,True,False,30.0,3,0.02922583915589219,0.01507537688442211,0.1,0.01822832714671596,0.0,0.0,0.009709835052490234,0.02356614395116979,0.29219821095466614,0.007317073170731708,0.0625,clf_images/saved_models/clf_enemy/13_Oct_2019__00_37_26,139,
140,140,TrialState.COMPLETE,0.005376344086021505,2019-10-13 00:37:39.988281,2019-10-13 00:38:37.143790,4,50.0,0.25,0.001,,True,False,50.0,3,0.028245684377496496,0.005681818181818182,0.03333333333333333,0.014232260961835169,0.0,0.0,0.010884682337443033,0.021844490965404285,0.2772398293018341,0.0030864197530864196,0.020833333333333332,clf_images/saved_models/clf_enemy/13_Oct_2019__00_38_25,140,
141,141,TrialState.COMPLETE,0.004555808656036447,2019-10-13 00:38:37.634921,2019-10-13 00:39:36.985425,4,50.0,0.25,0.001,,True,False,50.0,3,0.023186922696252384,0.004048582995951417,0.03333333333333333,0.014318939536416272,0.0,0.0,0.010860204696655273,0.01992096470388308,0.2771283984184265,0.0025575447570332483,0.020833333333333332,clf_images/saved_models/clf_enemy/13_Oct_2019__00_39_22,141,
142,142,TrialState.COMPLETE,0.0,2019-10-13 00:39:37.540785,2019-10-13 00:40:36.759329,4,40.0,0.25,0.001,,True,False,50.0,3,0.024396329377749753,0.0,0.0,0.012810599657033172,0.0,0.0,0.010779619216918945,0.017992402823260843,0.2956351935863495,0.0,0.0,clf_images/saved_models/clf_enemy/13_Oct_2019__00_40_23,142,
143,143,TrialState.COMPLETE,0.007407407407407408,2019-10-13 00:40:37.459802,2019-10-13 00:41:38.671740,4,40.0,0.25,0.001,,True,False,50.0,3,0.02228350003664175,0.0070921985815602835,0.06666666666666667,0.015193836088834494,0.0,0.0,0.010187228520711264,0.019257423961358166,0.2914508283138275,0.0040650406504065045,0.041666666666666664,clf_images/saved_models/clf_enemy/13_Oct_2019__00_41_25,143,
144,144,TrialState.COMPLETE,0.004140786749482401,2019-10-13 00:41:39.219736,2019-10-13 00:42:37.456281,4,40.0,0.25,0.001,,True,False,30.0,3,0.024555788749312604,0.0049261083743842365,0.03333333333333333,0.013835998167725022,0.0,0.0,0.009615262349446615,0.018838567105799228,0.31838151812553406,0.0022988505747126436,0.020833333333333332,clf_images/saved_models/clf_enemy/13_Oct_2019__00_42_23,144,
145,145,TrialState.COMPLETE,0.0,2019-10-13 00:42:38.043476,2019-10-13 00:43:36.750878,4,30.0,0.25,0.001,,True,False,50.0,3,0.023308676002154218,0.0,0.0,0.018461349850720638,0.0,0.0,0.010165929794311523,0.021182893304458484,0.29294353723526,0.0,0.0,clf_images/saved_models/clf_enemy/13_Oct_2019__00_43_23,145,
146,146,TrialState.COMPLETE,0.0,2019-10-13 00:43:37.364471,2019-10-13 00:44:35.902485,4,50.0,0.25,0.001,,True,False,30.0,3,0.023003395856936792,0.0,0.0,0.014083083624821949,0.0,0.0,0.009893178939819336,0.01879102619177145,0.3129400312900543,0.0,0.0,clf_images/saved_models/clf_enemy/13_Oct_2019__00_44_22,146,
147,147,TrialState.COMPLETE,0.00404040404040404,2019-10-13 00:44:36.921065,2019-10-13 00:45:38.315426,4,50.0,0.25,0.001,,True,False,50.0,3,0.02645954026112404,0.0,0.0,0.014853190028673531,0.00411522633744856,0.05555555555555555,0.010466575622558594,0.020150047852879136,0.28226837515830994,0.0022371364653243847,0.020833333333333332,clf_images/saved_models/clf_enemy/13_Oct_2019__00_45_24,147,
148,148,TrialState.COMPLETE,0.0,2019-10-13 00:45:39.052596,2019-10-13 00:46:38.441653,4,40.0,0.25,0.001,,True,False,50.0,3,0.022074617087194947,0.0,0.0,0.015469587452693112,0.0,0.0,0.010323365529378256,0.018672574426136467,0.3014056086540222,0.0,0.0,clf_images/saved_models/clf_enemy/13_Oct_2019__00_46_25,148,
149,149,TrialState.COMPLETE,0.004464285714285714,2019-10-13 00:46:39.102548,2019-10-13 00:47:37.394864,4,40.0,0.25,0.001,,True,False,40.0,3,0.024335680736182436,0.00510204081632653,0.03333333333333333,0.015617088684078174,0.0,0.0,0.01006937026977539,0.01988919878960926,0.30246052145957947,0.0025,0.020833333333333332,clf_images/saved_models/clf_enemy/13_Oct_2019__00_47_25,149,
150,150,TrialState.COMPLETE,0.0,2019-10-13 00:47:37.995655,2019-10-13 00:48:28.710322,4,30.0,0.25,0.001,,True,False,30.0,3,0.025686063759680886,0.0,0.0,0.017213284214239146,0.0,0.0,0.013938188552856445,0.021628316929183187,0.2773279547691345,0.0,0.0,clf_images/saved_models/clf_enemy/13_Oct_2019__00_48_17,150,
151,151,TrialState.COMPLETE,0.012631578947368423,2019-10-13 00:48:29.292490,2019-10-13 00:49:27.274225,4,50.0,0.25,0.001,,True,False,40.0,3,0.02786902695557018,0.014084507042253521,0.1,0.014104764399757651,0.0,0.0,0.01930348078409831,0.020970778274202777,0.2822084426879883,0.00702576112412178,0.0625,clf_images/saved_models/clf_enemy/13_Oct_2019__00_49_14,151,
152,152,TrialState.COMPLETE,0.002976190476190476,2019-10-13 00:49:27.912531,2019-10-13 00:50:26.735406,4,30.0,0.25,0.001,,True,False,40.0,3,0.01961930244248258,0.003257328990228013,0.03333333333333333,0.010761283138270034,0.0,0.0,0.017201821009318035,0.01511931507159255,0.26603609323501587,0.0016025641025641025,0.020833333333333332,clf_images/saved_models/clf_enemy/13_Oct_2019__00_50_11,152,
153,153,TrialState.COMPLETE,0.0,2019-10-13 00:50:27.335956,2019-10-13 00:51:29.435417,4,50.0,0.25,0.001,,True,False,50.0,3,0.027021667039465982,0.0,0.0,0.014095032034382511,0.0,0.0,0.010878801345825195,0.02032116357352822,0.26284176111221313,0.0,0.0,clf_images/saved_models/clf_enemy/13_Oct_2019__00_51_17,153,
154,154,TrialState.COMPLETE,0.003067484662576687,2019-10-13 00:51:30.068265,2019-10-13 00:52:31.219000,4,40.0,0.25,0.001,,True,True,30.0,3,0.023098322629564245,0.003952569169960474,0.03225806451612903,0.011735349560970693,0.0,0.0,0.019896825154622395,0.016502898792072136,0.28130200505256653,0.001658374792703151,0.02040816326530612,clf_images/saved_models/clf_enemy/13_Oct_2019__00_52_16,154,
155,155,TrialState.COMPLETE,0.01001669449081803,2019-10-13 00:52:31.783615,2019-10-13 00:53:29.255071,4,40.0,0.25,0.001,,True,False,30.0,3,0.02719293476085193,0.008849557522123894,0.06666666666666667,0.012239970541233816,0.003076923076923077,0.05555555555555555,0.009870449701944986,0.018373128279226,0.30328428745269775,0.0054446460980036296,0.0625,clf_images/saved_models/clf_enemy/13_Oct_2019__00_53_13,155,
156,156,TrialState.COMPLETE,0.0,2019-10-13 00:53:29.871693,2019-10-13 00:54:31.425486,4,30.0,0.25,0.001,,True,False,50.0,3,0.02537794731560961,0.0,0.0,0.014466848430797782,0.0,0.0,0.010125080744425455,0.01916276440653958,0.3177323341369629,0.0,0.0,clf_images/saved_models/clf_enemy/13_Oct_2019__00_54_18,156,
157,157,TrialState.COMPLETE,0.0037664783427495295,2019-10-13 00:54:31.961254,2019-10-13 00:55:28.752316,4,40.0,0.25,0.001,,True,False,30.0,3,0.020497686838158134,0.004081632653061225,0.03333333333333333,0.011999426696001049,0.0,0.0,0.009612480799357096,0.016310138362312612,0.3064214289188385,0.002070393374741201,0.020833333333333332,clf_images/saved_models/clf_enemy/13_Oct_2019__00_55_15,157,
158,158,TrialState.COMPLETE,0.00823045267489712,2019-10-13 00:55:29.340982,2019-10-13 00:56:27.464109,4,40.0,0.25,0.001,,True,False,30.0,3,0.024943917835728163,0.0091324200913242,0.06666666666666667,0.01330230547697233,0.0,0.0,0.00960977872212728,0.019123111656350247,0.3104338049888611,0.0045662100456621,0.041666666666666664,clf_images/saved_models/clf_enemy/13_Oct_2019__00_56_14,158,
159,159,TrialState.COMPLETE,0.008368200836820085,2019-10-13 00:56:28.165833,2019-10-13 00:57:22.100820,4,40.0,0.25,0.001,,True,False,30.0,3,0.02733588680849923,0.010416666666666666,0.06666666666666667,0.013094206601338245,0.0,0.0,0.009520769119262695,0.019453282414768267,0.2687062919139862,0.004651162790697674,0.041666666666666664,clf_images/saved_models/clf_enemy/13_Oct_2019__00_57_09,159,
160,160,TrialState.COMPLETE,0.007168458781362007,2019-10-13 00:57:22.873326,2019-10-13 00:58:26.664387,4,50.0,0.25,0.001,,True,False,50.0,3,0.021198321502153693,0.007326007326007326,0.06666666666666667,0.011986777479791435,0.0,0.0,0.01059397061665853,0.016917662809408877,0.2957378327846527,0.00392156862745098,0.041666666666666664,clf_images/saved_models/clf_enemy/13_Oct_2019__00_58_12,160,
161,161,TrialState.COMPLETE,0.01408450704225352,2019-10-13 00:58:27.234920,2019-10-13 00:59:29.445243,4,50.0,0.25,0.001,,True,False,40.0,3,0.0168778441713732,0.008287292817679558,0.1,0.012941907860255526,0.006666666666666667,0.1111111111111111,0.010208447774251303,0.015094187232800232,0.3289759159088135,0.0075528700906344415,0.10416666666666667,clf_images/saved_models/clf_enemy/13_Oct_2019__00_59_14,161,
162,162,TrialState.COMPLETE,0.0078125,2019-10-13 00:59:30.033567,2019-10-13 01:00:28.842846,4,50.0,0.25,0.001,,True,False,30.0,3,0.028320704688665335,0.009345794392523364,0.06666666666666667,0.014160566078200628,0.0,0.0,0.009793837865193685,0.020691319661475298,0.28577160835266113,0.004310344827586207,0.041666666666666664,clf_images/saved_models/clf_enemy/13_Oct_2019__01_00_15,162,
163,163,TrialState.COMPLETE,0.010526315789473686,2019-10-13 01:00:29.452376,2019-10-13 01:01:31.353107,4,50.0,0.25,0.001,,True,False,50.0,3,0.023409390786966154,0.011673151750972763,0.1,0.013273621559123221,0.0,0.0,0.010898192723592123,0.018263837443329416,0.2835654616355896,0.005747126436781609,0.0625,clf_images/saved_models/clf_enemy/13_Oct_2019__01_01_17,163,
164,164,TrialState.COMPLETE,0.0,2019-10-13 01:01:31.924228,2019-10-13 01:02:34.314030,4,50.0,0.25,0.0001,,True,False,50.0,3,0.023142421483004525,0.0,0.0,0.010853980297220343,0.0,0.0,0.01090860366821289,0.01586038226179908,0.30887919664382935,0.0,0.0,clf_images/saved_models/clf_enemy/13_Oct_2019__01_02_22,164,
165,165,TrialState.COMPLETE,0.11655011655011654,2019-10-13 01:02:34.971332,2019-10-13 01:04:44.502344,4,50.0,0.5,0.0001,,True,False,50.0,3,0.03556637890003676,0.06015037593984962,0.48484848484848486,0.047008399594197184,0.08035714285714286,0.5,0.027102867762247723,0.038956607253862074,0.25460147857666016,0.06613756613756613,0.49019607843137253,clf_images/saved_models/clf_enemy/13_Oct_2019__01_04_31,165,
166,166,TrialState.COMPLETE,0.004504504504504505,2019-10-13 01:04:45.114891,2019-10-13 01:05:47.762319,4,50.0,0.25,0.001,,True,False,40.0,3,0.0245603277509314,0.0,0.0,0.015451433131071182,0.004329004329004329,0.05555555555555555,0.0103761355082194,0.01924680588934627,0.3071998953819275,0.0025252525252525255,0.020833333333333332,clf_images/saved_models/clf_enemy/13_Oct_2019__01_05_34,166,
167,167,TrialState.COMPLETE,0.007604562737642585,2019-10-13 01:05:48.529126,2019-10-13 01:06:54.669645,4,40.0,0.25,0.001,,True,False,50.0,3,0.03007959581087073,0.005405405405405406,0.03333333333333333,0.012531942104052746,0.0034129692832764505,0.05555555555555555,0.010503609975179037,0.019323398036607823,0.2755063474178314,0.0041841004184100415,0.041666666666666664,clf_images/saved_models/clf_enemy/13_Oct_2019__01_06_39,167,
